City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Jacqueville,CI,5.2052,-4.4146,24.28,93,100,3.68,overcast clouds
346,Oranjestad,AW,12.524,-70.027,28.97,84,20,6.69,few clouds
347,Carman,CA,49.4992,-98.0016,16.19,82,56,1.03,broken clouds
348,San Juan Del Sur,NI,11.2529,-85.8705,26.06,83,100,3.03,overcast clouds
349,Holguin,CU,20.8872,-76.2631,23.72,100,100,2.57,heavy intensity rain
350,Ust-Tsilma,RU,65.441,52.1498,5.4,99,100,1.75,overcast clouds
351,Ponta Delgada,PT,37.7333,-25.6667,21.39,77,20,2.57,few clouds
352,Cabanas,CU,22.9758,-82.9219,23.72,71,7,1.78,clear sky
353,Nhulunbuy,AU,-12.2333,136.7667,30.34,66,75,6.69,broken clouds
354,Casino,AU,-28.8667,153.05,21.55,51,100,3.22,light rain
355,Mezhdurechensk,RU,53.6942,88.0603,2.12,68,100,1.22,overcast clouds
356,Ternate,ID,0.8,127.4,29.57,69,30,1.1,scattered clouds
357,Karera,IN,25.4667,78.15,24.53,91,96,2.62,overcast clouds
358,Sahuaripa,MX,29.05,-109.2333,25.34,58,34,1.09,scattered clouds
359,Rio Gallegos,AR,-51.6226,-69.2181,8.03,61,0,4.12,clear sky
360,Cuiaba,BR,-15.5961,-56.0967,28.96,65,20,3.09,few clouds
361,Bakchar,RU,57.0186,82.0711,3.55,90,100,3.33,overcast clouds
362,Pedregulho,BR,-20.2569,-47.4767,18.73,82,99,1.01,overcast clouds
363,Olinda,BR,-8.0089,-34.8553,25.85,69,40,3.6,scattered clouds
364,Teruel,ES,40.6667,-0.6667,10.72,54,0,0.5,clear sky
365,Avera,US,33.194,-82.5271,15.73,62,0,2.71,clear sky
366,Kattivakkam,IN,13.2167,80.3167,29.05,73,100,2.26,moderate rain
367,Lagoa,PT,39.05,-27.9833,19.68,86,100,9.6,light rain
368,Cintalapa,MX,16.6951,-93.7272,19.95,98,65,1.8,broken clouds
369,Dunedin,NZ,-45.8742,170.5036,4.0,88,79,11.02,broken clouds
370,Shache,CN,38.4167,77.2406,10.95,26,54,1.24,broken clouds
371,Brzesko,PL,49.9691,20.6061,8.47,85,87,1.91,overcast clouds
372,Avila,ES,40.5833,-5.0,13.69,36,0,0.98,clear sky
373,Leningradskiy,RU,69.3833,178.4167,-4.87,84,26,1.86,scattered clouds
374,Morondava,MG,-20.2833,44.2833,23.06,79,0,2.94,clear sky
375,Beloha,MG,-25.1667,45.05,18.3,96,10,1.49,clear sky
376,Faya,SA,18.3851,42.4509,17.29,28,18,3.3,few clouds
377,Caravelas,BR,-17.7125,-39.2481,23.86,79,79,5.44,broken clouds
378,Monrovia,LR,6.3005,-10.7969,24.87,91,99,2.5,overcast clouds
379,Paoua,CF,7.2427,16.4406,19.13,95,100,1.16,overcast clouds
380,Ranong,TH,9.9658,98.6348,25.96,83,100,1.94,overcast clouds
381,Prince Rupert,CA,54.3161,-130.3201,16.05,78,0,5.14,clear sky
382,Mayo,US,38.8876,-76.5119,11.09,95,100,2.68,light rain
383,Omboue,GA,-1.5746,9.2618,23.77,86,68,2.16,broken clouds
384,Mackenzie,CA,55.2999,-123.1698,13.12,58,20,1.03,few clouds
385,Strezhevoy,RU,60.7333,77.5889,2.52,92,100,3.4,overcast clouds
386,Sri Aman,MY,1.2376,111.4621,25.05,94,40,1.03,scattered clouds
387,Anloga,GH,5.7947,0.8973,25.18,89,87,4.03,overcast clouds
388,Karratha,AU,-20.7377,116.8463,26.49,30,0,3.5,clear sky
389,Tiznit,MA,29.5833,-9.5,20.08,52,8,0.84,clear sky
390,Kodiak,US,57.79,-152.4072,10.73,87,100,8.75,moderate rain
391,Keningau,MY,5.3378,116.1602,27.84,74,96,1.17,overcast clouds
392,Krasnoselkup,RU,65.7,82.4667,1.85,97,100,6.1,overcast clouds
393,Bertoua,CM,4.5833,13.6833,19.27,98,100,1.13,overcast clouds
394,Makat,KZ,47.6469,53.3463,10.3,34,73,7.23,broken clouds
395,Vzmorye,RU,54.6961,20.2361,12.05,87,100,4.81,overcast clouds
396,Jinchang,CN,38.4953,102.1739,8.99,54,100,1.67,overcast clouds
397,Oistins,BB,13.0667,-59.5333,27.05,83,40,14.4,scattered clouds
398,Ambovombe,MG,-25.1667,46.0833,19.02,90,0,1.67,clear sky
399,Mandi,IN,31.7167,76.9167,18.67,66,0,2.02,clear sky
400,Nanortalik,GL,60.1432,-45.2371,3.71,96,100,11.67,light rain
401,Port Blair,IN,11.6667,92.75,28.02,78,75,1.03,broken clouds
402,Novoagansk,RU,61.9449,76.6625,1.34,93,99,3.51,overcast clouds
403,Derzhavinsk,KZ,51.1,66.3167,4.26,35,6,2.86,clear sky
404,Quelimane,MZ,-17.8786,36.8883,23.97,94,20,1.54,few clouds
405,Tezu,IN,27.9167,96.1667,23.88,98,100,0.36,overcast clouds
406,Udachnyy,RU,66.4167,112.4,-1.97,86,100,6.65,overcast clouds
407,Brae,GB,60.3964,-1.353,10.74,79,100,7.6,overcast clouds
408,Narsaq,GL,60.9167,-46.05,5.12,97,100,2.33,light rain
409,Puerto Escondido,MX,15.85,-97.0667,26.63,78,8,1.93,clear sky
410,Bereznik,RU,62.8551,42.7072,6.54,98,81,2.13,broken clouds
411,Plettenberg Bay,ZA,-34.0527,23.3716,11.79,81,0,1.88,clear sky
412,Manokwari,ID,-0.8667,134.0833,29.05,66,100,2.91,moderate rain
413,East Massapequa,US,40.6734,-73.4365,14.6,89,100,7.2,light rain
414,Vila Velha,BR,-20.3297,-40.2925,22.97,88,75,6.71,thunderstorm with light rain
415,Voznesenskoye,RU,54.89,42.7569,11.21,90,97,5.39,overcast clouds
416,Lossiemouth,GB,57.7214,-3.2834,8.99,93,100,2.57,moderate rain
417,Sol-Iletsk,RU,51.1631,54.9918,6.25,32,98,5.3,overcast clouds
418,Trincomalee,LK,8.5711,81.2335,26.99,76,100,7.04,overcast clouds
419,Baiquan,CN,47.5833,126.0833,5.5,26,100,3.02,overcast clouds
420,Urengoy,RU,65.9667,78.3667,1.85,95,100,6.62,overcast clouds
421,Loubomo,CG,-4.1997,12.6739,21.62,92,94,1.13,overcast clouds
422,Santa Rosa,PH,14.3122,121.1114,30.62,69,100,3.09,overcast clouds
423,San Vicente,AR,-26.6167,-54.1333,12.82,86,0,1.39,clear sky
424,Uvat,RU,59.1433,68.8953,6.17,94,9,1.85,clear sky
425,Hamilton,US,39.1834,-84.5333,14.43,65,0,2.06,clear sky
426,Liverpool,GB,53.4106,-2.9779,17.12,90,75,10.29,broken clouds
427,Cabra,ES,37.4725,-4.4421,20.69,39,1,1.54,clear sky
428,Kem,RU,64.9555,34.5793,7.44,92,100,2.54,overcast clouds
429,Palembang,ID,-2.9167,104.7458,26.05,89,40,2.06,scattered clouds
430,Tessalit,ML,20.1986,1.0114,30.83,17,14,3.29,few clouds
431,Aklavik,CA,68.2191,-135.0107,-1.5,94,6,4.01,clear sky
432,Krasnorechenskiy,RU,44.6265,135.3532,3.94,33,2,6.4,clear sky
433,Bayshore Gardens,US,27.4253,-82.5904,23.89,65,0,2.06,clear sky
434,Alice Springs,AU,-23.7,133.8833,25.75,41,0,2.06,clear sky
435,Namibe,AO,-15.1961,12.1522,17.82,90,58,2.27,broken clouds
436,Bilma,NE,18.6853,12.9164,29.09,20,0,0.64,clear sky
437,Port Hedland,AU,-20.3167,118.5667,28.03,42,0,3.6,clear sky
438,Novyy Urengoy,RU,66.0833,76.6333,2.02,89,100,7.11,overcast clouds
439,Bida,NG,9.0833,6.0167,23.5,94,100,1.11,overcast clouds
440,Marsabit,KE,2.3284,37.9899,16.32,73,9,7.83,clear sky
441,Killybegs,IE,54.6333,-8.45,11.46,89,100,6.39,moderate rain
442,Soyo,AO,-6.1349,12.3689,23.84,87,87,2.14,overcast clouds
443,Nizwa,OM,22.9333,57.5333,24.01,49,16,1.58,few clouds
444,Dombarovskiy,RU,50.7587,59.5386,3.58,36,56,4.62,broken clouds
445,Sudak,UA,44.85,34.9667,13.1,57,8,2.61,clear sky
446,Takoradi,GH,4.8845,-1.7554,23.82,94,85,2.83,overcast clouds
447,Rosia De Secas,RO,46.05,23.8833,3.82,90,7,0.66,clear sky
448,Oktyabrskiy,RU,54.4815,53.471,8.62,33,100,4.83,light rain
449,Sur,OM,22.5667,59.5289,25.91,65,54,2.61,broken clouds
450,Abu Dhabi,AE,24.4667,54.3667,30.01,71,0,2.06,clear sky
451,Gidam,IN,18.9833,81.4,23.81,93,100,0.9,moderate rain
452,Panguna,PG,-6.3164,155.4848,29.59,48,91,2.0,overcast clouds
453,Hailar,CN,49.2,119.7,3.2,23,0,4.42,clear sky
454,San Felipe,VE,10.3399,-68.7425,22.86,98,71,0.52,broken clouds
455,Jaguey Grande,CU,22.5269,-81.1286,21.43,82,65,2.0,moderate rain
456,Port Macquarie,AU,-31.4333,152.9167,17.72,56,100,4.3,light rain
457,Bahia Honda,CU,22.9036,-83.1592,23.46,73,21,1.95,few clouds
458,Ubinskoye,RU,55.3068,79.6802,4.4,91,100,3.88,overcast clouds
459,Owando,CG,-0.4819,15.8999,20.75,98,100,1.3,light rain
460,Deder,ET,9.3167,41.45,11.98,85,90,0.88,overcast clouds
461,Mega,ET,4.05,38.3,14.86,82,79,6.44,broken clouds
462,Coahuayana,MX,18.7333,-103.6833,25.03,89,40,0.38,scattered clouds
463,Ambon,ID,-3.6954,128.1814,30.08,70,40,1.54,scattered clouds
464,Santa Isabel,BR,-23.3156,-46.2214,17.84,93,100,0.83,overcast clouds
465,Mount Gambier,AU,-37.8333,140.7667,11.98,98,100,4.62,moderate rain
466,Kutum,SD,14.2,24.6667,22.75,63,19,1.68,few clouds
467,Harper,LR,4.375,-7.7169,24.67,91,100,3.08,overcast clouds
468,Benjamin Aceval,PY,-24.9667,-57.5667,23.11,55,0,2.63,clear sky
469,Luau,AO,-10.7073,22.2247,20.57,55,48,0.96,scattered clouds
470,Chickasha,US,35.0526,-97.9364,23.72,40,0,2.06,clear sky
471,Artvin,TR,41.1667,41.8333,15.69,73,91,0.68,overcast clouds
472,Byron Bay,AU,-28.65,153.6167,21.64,53,100,3.04,overcast clouds
473,Dongsheng,CN,39.8161,109.9776,4.68,29,100,3.73,overcast clouds
474,Aktash,RU,50.3,87.7333,-3.19,36,6,0.84,clear sky
475,Beaupre,CA,47.0443,-70.8953,10.95,74,4,2.06,clear sky
476,Berlevag,NO,70.8578,29.0864,5.89,87,11,4.12,few clouds
477,Evensk,RU,61.95,159.2333,0.68,92,100,14.29,snow
478,Wainwright,CA,52.839,-110.8572,13.48,48,34,3.38,scattered clouds
479,Sume,BR,-7.6717,-36.88,20.73,76,13,6.23,few clouds
480,Dubbo,AU,-32.25,148.6167,13.07,94,100,6.69,moderate rain
481,Ambulu,ID,-8.345,113.6058,27.97,70,84,2.93,broken clouds
482,Witu,KE,-2.3889,40.4382,23.09,92,26,2.63,scattered clouds
483,Lata,PT,40.1629,-8.3327,13.84,66,0,1.12,clear sky
484,Usinsk,RU,65.9939,57.5281,3.88,86,100,4.7,overcast clouds
485,Stornoway,GB,58.2093,-6.3865,9.98,88,75,4.12,broken clouds
486,Gardanne,FR,43.4549,5.4691,19.72,31,0,1.42,clear sky
487,Westport,US,41.1415,-73.3579,14.48,87,100,6.69,overcast clouds
488,Idah,NG,7.1065,6.7342,22.97,97,100,0.69,overcast clouds
489,Ostrowiec Swietokrzyski,PL,50.9294,21.3853,5.61,91,99,2.99,overcast clouds
490,Cocentaina,ES,38.7398,-0.4398,18.39,97,87,1.03,overcast clouds
491,Camacha,PT,33.0833,-16.3333,18.68,83,20,3.09,few clouds
492,Bambous Virieux,MU,-20.3428,57.7575,20.14,83,40,1.54,scattered clouds
493,Shanting,CN,35.0753,117.4578,13.83,47,97,5.09,overcast clouds
494,Bowen,AU,-20.0167,148.2333,25.02,64,100,7.93,overcast clouds
495,Kudahuvadhoo,MV,2.6708,72.8944,27.69,76,100,7.43,overcast clouds
496,Siemianowice Slaskie,PL,50.3274,19.029,7.53,99,89,2.24,mist
497,Mattoon,US,39.4831,-88.3728,12.53,58,0,0.0,clear sky
498,Severobaykalsk,RU,55.65,109.3167,-1.4,52,19,0.41,few clouds
499,Juba,SS,4.8517,31.5825,19.58,96,34,1.32,light rain
500,Erdenet,MN,49.0333,104.0833,-0.64,35,0,1.74,clear sky
501,Ozinki,RU,51.1786,49.6769,12.66,23,100,6.1,overcast clouds
502,Mezen,RU,65.8522,44.24,4.76,98,100,2.33,overcast clouds
503,Correntina,BR,-13.3433,-44.6367,27.75,37,84,1.89,broken clouds
504,Muros,ES,42.7762,-9.0603,12.69,95,2,1.87,clear sky
505,Pecos,US,31.4229,-103.4932,24.46,38,0,2.06,clear sky
506,Carutapera,BR,-1.195,-46.02,25.3,77,48,2.9,scattered clouds
507,Zemio,CF,5.0314,25.1361,20.13,91,100,0.31,overcast clouds
508,Zimapan,MX,20.75,-99.35,14.13,94,95,2.38,overcast clouds
509,Vrangel,RU,42.7297,133.0839,8.33,32,0,5.05,clear sky
510,Iralaya,HN,15.0,-83.2333,24.46,91,100,3.14,overcast clouds
511,Singaraja,ID,-8.112,115.0882,29.17,68,57,1.39,broken clouds
512,Fare,PF,-16.7,-151.0167,25.58,71,14,11.25,few clouds
513,Grand Forks,US,47.9417,-97.4337,17.85,77,75,0.0,broken clouds
514,Samfya,ZM,-11.3649,29.5565,19.66,31,25,3.56,scattered clouds
515,Perleberg,DE,53.0667,11.8667,9.92,87,100,3.41,overcast clouds
516,Big Rapids,US,43.6981,-85.4837,12.04,84,0,0.0,clear sky
517,Sawakin,SD,19.1059,37.3321,28.27,69,12,2.03,few clouds
518,Sarh,TD,9.1429,18.3923,21.96,96,99,1.01,overcast clouds
519,Pangnirtung,CA,66.1451,-65.7125,0.98,68,100,2.4,overcast clouds
520,Marawi,PH,7.9986,124.2928,26.71,66,68,2.14,broken clouds
521,Wajima,JP,37.4,136.9,16.38,77,75,1.54,broken clouds
522,Baghdad,IQ,33.3406,44.4009,23.95,27,0,2.57,clear sky
523,Alyangula,AU,-13.8483,136.4192,29.74,64,17,5.58,few clouds
524,Arman,RU,59.7,150.1667,0.01,63,100,4.35,overcast clouds
525,Conceicao Da Barra,BR,-18.5933,-39.7322,23.88,78,96,3.6,overcast clouds
526,Bremervorde,DE,53.4833,9.1333,14.41,79,100,5.16,overcast clouds
527,Qandala,SO,11.472,49.8728,28.84,70,56,2.03,broken clouds
528,Padang,ID,-0.9492,100.3543,24.03,86,100,2.64,moderate rain
529,Bela,IN,25.9333,81.9833,24.05,96,100,3.88,overcast clouds
530,Salekhard,RU,66.53,66.6019,0.58,84,90,0.58,overcast clouds
531,Sistranda,NO,63.7256,8.834,9.98,79,25,6.99,scattered clouds
532,Sao Filipe,CV,14.8961,-24.4956,25.61,78,91,0.33,overcast clouds
533,Guican,CO,6.4618,-72.4113,8.39,90,88,1.31,overcast clouds
534,Tallahassee,US,30.4383,-84.2807,19.91,74,0,0.0,clear sky
535,Nouadhibou,MR,20.931,-17.0347,24.99,65,97,4.63,overcast clouds
536,Margate,GB,51.3813,1.3862,17.17,79,100,2.68,overcast clouds
537,Maua,BR,-23.6678,-46.4614,16.89,94,79,1.49,broken clouds
538,Sinnamary,GF,5.3833,-52.95,25.68,87,10,4.02,clear sky
539,Egvekinot,RU,66.3167,-179.1667,-2.93,77,88,2.97,overcast clouds
540,Terrace Bay,CA,48.7834,-87.1,11.72,89,100,2.26,overcast clouds
541,Lundazi,ZM,-12.2929,33.1782,18.55,35,42,4.08,scattered clouds
542,Nuuk,GL,64.1835,-51.7216,2.71,86,100,7.2,overcast clouds
543,Kibakwe,TZ,-6.7167,36.3667,13.84,89,69,1.84,broken clouds
544,Lubango,AO,-14.9172,13.4925,16.09,61,5,0.68,clear sky
545,Punta Alta,AR,-38.8759,-62.0736,12.65,91,100,1.4,overcast clouds
546,Lorengau,PG,-2.0226,147.2712,29.54,72,100,5.32,overcast clouds
547,Bowmore,US,34.9421,-79.3031,15.79,77,0,0.0,clear sky
548,Tautira,PF,-17.7333,-149.15,24.5,73,51,10.41,broken clouds
549,Acarau,BR,-2.8856,-40.12,25.24,80,98,7.72,overcast clouds
550,Gore,NZ,-46.1028,168.9436,1.7,98,95,6.12,snow
551,Mount Isa,AU,-20.7333,139.5,26.87,61,100,4.63,overcast clouds
552,Kabalo,CD,-6.05,26.9167,21.81,79,99,1.54,overcast clouds
553,Rebrikha,RU,53.0733,82.3408,3.13,59,100,3.09,overcast clouds
554,Rapid Valley,US,44.0625,-103.1463,15.21,75,100,3.6,overcast clouds
555,Grootfontein,NA,-19.5667,18.1167,21.18,17,0,1.75,clear sky
556,Rawlins,US,41.7911,-107.2387,11.94,50,0,3.6,clear sky
557,Denpasar,ID,-8.65,115.2167,25.81,94,75,2.06,broken clouds
558,Anadyr,RU,64.75,177.4833,1.28,74,75,8.0,broken clouds
559,Inirida,CO,3.8653,-67.9239,25.67,82,100,1.08,moderate rain
560,Bonavista,CA,48.6499,-53.1147,10.29,78,2,8.16,clear sky
561,Alugan,PH,12.2188,125.4808,28.1,81,100,2.9,overcast clouds
562,Goderich,CA,43.7501,-81.7165,11.06,87,9,1.03,clear sky
563,Erzin,TR,36.9559,36.2,21.05,76,100,0.66,overcast clouds
564,Rize,TR,40.9044,40.8949,9.7,82,79,1.03,broken clouds
565,Mitchelstown,IE,52.2658,-8.2681,13.9,96,100,2.81,overcast clouds
566,Kenai,US,60.5544,-151.2583,9.46,89,100,6.17,light rain
567,Yaguajay,CU,22.3272,-79.2378,24.62,71,72,2.93,broken clouds
568,Honiara,SB,-9.4333,159.95,30.15,62,39,4.36,scattered clouds
569,Komsomolskiy,UZ,40.4272,71.7189,13.4,47,4,2.06,clear sky
570,Skelleftea,SE,64.7507,20.9528,6.11,100,100,2.06,light rain
571,Murray Bridge,AU,-35.1167,139.2667,16.3,89,100,2.45,overcast clouds
572,Tocopilla,CL,-22.092,-70.1979,15.26,69,18,3.2,few clouds
573,Iranshahr,IR,27.2025,60.6848,25.57,18,0,2.4,clear sky
574,Hirara,JP,24.8,125.2833,29.92,70,20,5.14,few clouds
575,Nybro,SE,56.7446,15.9071,12.8,88,100,4.15,overcast clouds
576,Volchikha,RU,52.0333,80.3833,3.36,52,81,2.38,broken clouds
577,Nuevo Progreso,MX,23.1667,-97.95,23.04,77,63,1.11,broken clouds
578,Boulder,US,40.0833,-105.3505,11.85,78,0,2.06,clear sky
579,Villaviciosa,ES,43.4813,-5.4357,16.76,94,8,1.34,clear sky
580,Manadhoo,MV,5.7667,73.3833,27.48,77,100,7.29,overcast clouds
581,Athboy,IE,53.6186,-6.9206,15.16,93,100,7.72,light rain
582,Zhenlai,CN,45.8495,123.2973,7.55,31,30,5.22,scattered clouds
583,Biak,ID,-0.9131,122.8766,29.09,63,73,0.61,broken clouds
584,Rantepao,ID,-2.9701,119.8978,26.08,71,100,1.18,overcast clouds
585,Nakamura,JP,32.9833,132.9333,26.66,71,88,0.77,overcast clouds
586,Khash,IR,28.2211,61.2158,17.77,21,0,1.73,clear sky
587,Matamoros,MX,25.5333,-103.25,18.95,75,2,1.36,clear sky
588,Sambava,MG,-14.2667,50.1667,21.16,73,100,3.42,overcast clouds
589,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,24.89,77,70,0.71,broken clouds
590,Svetlyy,RU,54.675,20.1347,12.03,87,100,5.21,overcast clouds
591,Purpe,RU,64.4803,76.6897,2.44,86,98,7.37,overcast clouds
592,Baruun-Urt,MN,46.6806,113.2792,0.5,48,1,1.08,clear sky
593,Aksha,RU,50.2814,113.2867,1.19,44,12,4.46,few clouds
594,Urbano Santos,BR,-3.2078,-43.4036,23.05,89,66,1.7,broken clouds
595,Hervey Bay,AU,-25.2986,152.8535,23.9,55,100,2.68,overcast clouds
596,Mujiayingzi,CN,42.1167,118.7833,7.0,19,0,5.24,clear sky
597,Pacific Grove,US,36.6177,-121.9166,21.68,90,100,5.81,mist
598,Nakhon Thai,TH,17.1006,100.8374,26.91,83,72,0.7,broken clouds
599,Baiyin,CN,36.5583,104.2081,6.63,78,100,5.31,overcast clouds
600,Zyryanka,RU,65.75,150.85,-3.57,65,100,11.19,overcast clouds
601,Mattru,SL,7.6244,-11.8332,22.52,96,100,0.59,overcast clouds
602,Berdsk,RU,54.7551,83.0967,4.78,79,100,6.56,light rain
603,Vesele,UA,47.0148,34.915,9.06,68,7,2.99,clear sky
604,Floro,NO,61.5996,5.0328,9.98,93,40,6.69,scattered clouds
605,Puerto Colombia,CO,10.9878,-74.9547,24.05,82,100,7.46,overcast clouds
606,Camacupa,AO,-12.0167,17.4833,18.27,48,52,1.13,broken clouds
607,Hambantota,LK,6.1241,81.1185,26.19,89,40,2.06,scattered clouds
608,Veraval,IN,20.9,70.3667,25.87,81,11,4.64,few clouds
609,Abu Kamal,SY,34.4506,40.9171,26.67,19,0,3.94,clear sky
610,Assare,BR,-6.8744,-39.875,23.22,37,87,1.17,overcast clouds
611,Male,MV,4.1748,73.5089,27.97,78,75,7.72,broken clouds
612,Tokyo,JP,35.6895,139.6917,23.95,78,75,6.17,broken clouds
613,Illapel,CL,-31.6308,-71.1653,10.93,76,98,1.06,overcast clouds
614,Roma,US,43.2128,-75.4557,12.04,92,100,2.06,overcast clouds
615,Altamira,BR,-3.2033,-52.2064,25.31,63,8,1.23,clear sky
616,La Ronge,CA,55.1001,-105.2842,13.14,62,40,2.57,smoke
617,Ola,RU,59.5833,151.2833,0.08,83,100,2.25,light snow
618,Birao,CF,10.2849,22.7882,20.35,88,98,0.83,overcast clouds
619,Gawler,AU,-34.6,138.7333,20.27,75,92,2.05,overcast clouds
620,Turukhansk,RU,65.8167,87.9833,0.33,99,100,3.65,light snow
621,Sao Felix Do Xingu,BR,-6.6447,-51.995,25.44,42,1,1.33,clear sky
622,Santa Cruz,BO,-17.8,-63.1667,25.7,73,52,4.63,broken clouds
623,Kayerkan,RU,69.3497,87.7602,0.29,100,100,1.32,overcast clouds
624,Acari,PE,-15.4311,-74.6158,17.56,69,28,1.44,scattered clouds
625,Opuwo,NA,-18.0607,13.84,18.73,40,0,1.33,clear sky
626,Contai,IN,21.7786,87.7536,28.38,82,100,4.31,overcast clouds
627,Nanfeng,CN,23.7434,111.7959,29.25,63,81,1.77,broken clouds
628,Yingcheng,CN,30.95,113.55,10.68,85,100,5.44,overcast clouds
629,Laguna,US,38.421,-121.4238,31.99,42,0,1.54,clear sky
630,Nishihara,JP,26.1842,127.7558,29.6,74,20,5.14,few clouds
631,Iskateley,RU,67.6803,53.1512,4.5,82,100,4.96,overcast clouds
632,Kodinsk,RU,58.6881,99.1844,-0.74,72,33,2.67,scattered clouds
633,Kuala Terengganu,MY,5.3302,103.1408,24.97,94,20,1.54,few clouds
634,Penzance,GB,50.1186,-5.5371,16.38,95,100,13.08,overcast clouds
635,Roald,NO,62.5833,6.1333,11.08,76,0,5.14,clear sky
636,Mareeba,AU,-17.0,145.4333,28.02,65,86,3.86,overcast clouds
637,Eirunepe,BR,-6.6603,-69.8736,24.08,80,83,0.36,moderate rain
638,Schermbeck,DE,51.6833,6.8667,14.2,90,99,4.59,overcast clouds
639,Ankang,CN,32.68,109.0172,10.03,92,100,1.56,overcast clouds
640,Guymon,US,36.6828,-101.4816,18.0,72,100,0.0,overcast clouds
641,Sawai Madhopur,IN,25.9833,76.3667,25.14,62,83,1.91,broken clouds
642,Pampa,US,35.5362,-100.9599,20.32,56,40,4.12,scattered clouds
643,Seoul,KR,37.5683,126.9778,17.76,61,40,2.06,scattered clouds
644,Hvide Sande,DK,56.0045,8.1294,15.05,95,100,9.99,overcast clouds
645,Betare Oya,CM,5.6,14.0833,19.06,97,100,0.9,overcast clouds
646,Adre,TD,13.4667,22.2,21.71,77,100,1.59,overcast clouds
647,Garissa,KE,-0.4536,39.6401,22.42,84,13,5.36,few clouds
648,Changli,CN,39.7042,119.1506,12.58,23,8,2.35,clear sky
649,Magadi,IN,12.9667,77.2333,21.09,83,48,2.81,scattered clouds
650,Nizhnevartovsk,RU,60.9344,76.5531,2.01,100,0,2.0,clear sky
651,Mazagao,BR,-0.115,-51.2894,29.03,84,4,2.41,clear sky
652,Cay,TR,38.5917,31.0286,8.59,90,3,1.28,clear sky
653,Kieta,PG,-6.2167,155.6333,30.39,62,67,3.31,light rain
654,San Martin,AR,-33.081,-68.4681,20.3,52,99,8.88,light rain
655,Fuerte Olimpo,PY,-21.0415,-57.8738,26.79,48,35,2.15,scattered clouds
656,Baykit,RU,61.67,96.37,-0.74,88,100,2.78,light snow
657,Kenora,CA,49.8167,-94.4337,18.54,72,100,2.06,overcast clouds
658,Perth,AU,-31.9333,115.8333,18.15,68,20,8.23,few clouds
659,Coari,BR,-4.085,-63.1414,25.62,65,98,1.14,overcast clouds
660,Jasper,US,37.2001,-94.3502,21.95,46,100,4.37,overcast clouds
661,Fortuna,US,40.5982,-124.1573,15.52,82,51,1.79,broken clouds
662,Itarema,BR,-2.9248,-39.9167,25.24,80,83,7.31,broken clouds
663,Kibala,TD,9.1104,18.3463,21.95,96,99,1.06,overcast clouds
664,Listowel,IE,52.4464,-9.485,12.84,93,100,6.46,overcast clouds
665,Bend,US,44.0582,-121.3153,26.92,33,0,4.63,clear sky
666,Yankton,US,42.8711,-97.3973,16.18,94,100,0.0,overcast clouds
667,Bulgan,MN,48.8125,103.5347,-0.46,36,0,1.54,clear sky
668,Manhattan,US,40.7834,-73.9662,13.9,91,100,7.2,light intensity drizzle
669,Salinopolis,BR,-0.6136,-47.3561,26.09,77,36,4.07,scattered clouds
670,Kibondo,TZ,-3.5864,30.7203,16.73,68,98,1.59,overcast clouds
671,Mecca,SA,21.4267,39.8261,27.81,26,1,0.48,clear sky
672,Vanimo,PG,-2.6741,141.3028,30.78,63,100,3.66,overcast clouds
673,Vila Do Maio,CV,15.1333,-23.2167,25.44,78,100,3.17,overcast clouds
674,Meadow Lake,US,34.8014,-106.5436,16.23,74,100,1.25,overcast clouds
675,Fairbanks,US,64.8378,-147.7164,14.0,45,40,3.6,scattered clouds
676,Chicama,PE,-7.8447,-79.1469,14.3,83,27,2.88,scattered clouds
677,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,8.33,100,100,5.0,light intensity shower rain
678,Alma,CA,48.5501,-71.6491,13.07,87,73,0.0,broken clouds
679,Aitape,PG,-3.1374,142.3475,30.65,66,96,3.69,overcast clouds
680,Boende,CD,-0.2167,20.8667,21.65,91,100,0.54,overcast clouds
681,Cap Malheureux,MU,-19.9842,57.6142,19.7,76,86,1.34,overcast clouds
682,Yongan,CN,39.6957,113.6871,6.66,25,99,1.15,overcast clouds
683,Piacabucu,BR,-10.4056,-36.4344,23.11,79,23,3.85,few clouds
684,Isiro,CD,2.7739,27.616,18.13,99,100,1.03,overcast clouds
685,Aripuana,BR,-9.1667,-60.6333,23.58,83,59,0.34,broken clouds
686,Show Low,US,34.2542,-110.0298,13.16,76,40,4.12,scattered clouds
687,Mackay,AU,-21.15,149.2,24.82,60,95,5.79,overcast clouds
688,Miyako,JP,39.6367,141.9525,15.42,58,100,4.0,overcast clouds
689,Sola,VU,-13.8833,167.55,27.11,77,33,7.64,scattered clouds
690,Okha,RU,53.5739,142.9478,2.83,65,100,9.79,light rain
691,Zabid,YE,14.1951,43.3152,31.48,54,98,4.45,overcast clouds
692,Gao,ML,16.6362,1.637,31.55,26,1,4.17,clear sky
693,Tual,ID,-5.6667,132.75,28.4,74,90,4.69,overcast clouds
694,Sungaipenuh,ID,-2.0833,101.3833,19.2,87,100,0.44,overcast clouds
695,La Roche-Sur-Yon,FR,46.6667,-1.4333,13.15,100,100,2.06,overcast clouds
